Seq,loc,v(g),ev(g),iv(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
4926,14.0,2.0,1.0,2.0,0,0,0,0,3,False
4927,4.0,1.0,1.0,1.0,0,0,0,0,1,False
4928,7.0,2.0,1.0,2.0,9,2,13,6,3,False
4929,14.0,4.0,3.0,2.0,16,10,31,13,7,False
4930,17.0,4.0,3.0,2.0,0,0,0,0,7,False
4931,18.0,4.0,3.0,2.0,16,17,48,24,7,False
4932,7.0,1.0,1.0,1.0,5,6,8,6,1,False
4933,11.0,3.0,1.0,3.0,0,0,0,0,5,False
4934,4.0,1.0,1.0,1.0,4,3,4,3,1,False
4935,10.0,2.0,1.0,2.0,12,6,19,7,3,False
4936,10.0,2.0,1.0,2.0,12,6,19,7,3,False
4937,31.0,7.0,5.0,5.0,18,15,54,41,13,False
4938,17.0,2.0,1.0,2.0,8,6,14,11,3,False
4939,12.0,2.0,1.0,2.0,12,9,27,10,3,False
4940,31.0,15.0,9.0,6.0,0,0,0,0,29,False
4941,15.0,2.0,1.0,2.0,13,17,46,25,3,False
4942,20.0,5.0,3.0,3.0,0,0,0,0,9,False
4943,21.0,5.0,3.0,3.0,17,19,53,27,9,False
4944,12.0,3.0,1.0,3.0,0,0,0,0,5,False
4945,4.0,1.0,1.0,1.0,4,3,4,3,1,False
4946,36.0,13.0,5.0,8.0,0,0,0,0,25,False
4947,29.0,13.0,5.0,6.0,0,0,0,0,25,False
4948,30.0,7.0,1.0,2.0,16,18,59,44,13,False
4949,71.0,17.0,1.0,5.0,0,0,0,0,33,False
4950,12.0,2.0,1.0,2.0,8,12,34,31,3,False
4951,12.0,2.0,1.0,2.0,0,0,0,0,3,False
4952,18.0,3.0,1.0,3.0,12,11,24,18,5,False
4953,20.0,3.0,1.0,2.0,0,0,0,0,5,False
4954,20.0,3.0,1.0,2.0,12,10,30,23,5,False
4955,65.0,16.0,1.0,6.0,0,0,0,0,31,False
4956,79.0,18.0,1.0,8.0,23,31,162,134,35,False
4957,14.0,3.0,1.0,3.0,12,10,23,16,5,False
4958,19.0,5.0,1.0,4.0,0,0,0,0,9,False
4959,18.0,3.0,1.0,3.0,0,0,0,0,5,False
4960,6.0,1.0,1.0,1.0,8,5,13,7,1,False
4961,14.0,3.0,1.0,3.0,12,10,23,16,5,False
4962,5.0,1.0,1.0,1.0,0,0,0,0,1,False
4963,15.0,2.0,1.0,2.0,13,8,25,16,3,False
4964,9.0,3.0,3.0,2.0,9,6,11,7,5,False
4965,43.0,11.0,6.0,3.0,22,39,133,111,21,False
4966,17.0,2.0,1.0,2.0,16,11,33,20,3,False
4967,4.0,1.0,1.0,1.0,3,2,3,2,1,False
4968,24.0,2.0,1.0,2.0,9,10,32,21,3,False
4969,4.0,1.0,1.0,1.0,3,2,3,2,1,False
4970,5.0,1.0,1.0,1.0,4,3,5,3,1,False
4971,4.0,1.0,1.0,1.0,4,3,4,3,1,False
4972,41.0,12.0,1.0,11.0,17,22,59,22,13,False
4973,25.0,8.0,6.0,4.0,17,29,65,45,15,False
4974,101.0,11.0,6.0,5.0,35,72,196,159,18,False
4975,31.0,3.0,1.0,3.0,14,12,42,27,5,False
4976,16.0,2.0,1.0,1.0,0,0,0,0,3,False
4977,120.0,13.0,8.0,5.0,22,81,213,191,25,False
4978,76.0,8.0,1.0,6.0,17,37,122,81,15,False
4979,204.0,22.0,9.0,20.0,0,0,0,0,43,False
4980,52.0,8.0,7.0,4.0,0,0,0,0,15,False
4981,103.0,10.0,5.0,4.0,33,75,192,156,16,False
4982,34.0,3.0,1.0,3.0,0,0,0,0,5,False
4983,81.0,5.0,1.0,4.0,0,0,0,0,9,False
4984,62.0,5.0,1.0,2.0,20,51,206,176,9,False
4985,31.0,2.0,1.0,2.0,0,0,0,0,3,False
4986,143.0,29.0,15.0,11.0,0,0,0,0,57,False
4987,60.0,8.0,6.0,5.0,0,0,0,0,15,False
4988,7.0,2.0,1.0,2.0,0,0,0,0,3,False
4989,14.0,2.0,1.0,2.0,9,5,16,10,3,False
4990,7.0,2.0,1.0,1.0,0,0,0,0,3,False
4991,16.0,2.0,1.0,1.0,0,0,0,0,3,False
4992,59.0,4.0,1.0,4.0,0,0,0,0,7,False
4993,257.0,40.0,29.0,21.0,39,168,538,443,76,False
4994,85.0,3.0,1.0,2.0,13,46,172,168,5,False
4995,13.0,1.0,1.0,1.0,0,0,0,0,1,False
4996,32.0,2.0,1.0,2.0,0,0,0,0,3,False
4997,43.0,6.0,5.0,2.0,0,0,0,0,11,False
4998,20.0,5.0,1.0,4.0,0,0,0,0,9,False
4999,25.0,5.0,1.0,4.0,15,17,51,38,9,False
5000,24.0,2.0,1.0,2.0,0,0,0,0,3,False
5001,75.0,4.0,1.0,4.0,0,0,0,0,7,False
5002,79.0,7.0,5.0,5.0,0,0,0,0,13,False
5003,24.0,2.0,1.0,2.0,0,0,0,0,3,False
5004,95.0,11.0,1.0,8.0,0,0,0,0,21,False
5005,106.0,11.0,1.0,8.0,0,0,0,0,21,False
5006,107.0,11.0,1.0,8.0,0,0,0,0,21,False
5007,88.0,20.0,15.0,9.0,0,0,0,0,39,False
5008,84.0,16.0,9.0,9.0,0,0,0,0,31,False
5009,85.0,16.0,9.0,9.0,0,0,0,0,31,False
5010,84.0,16.0,9.0,9.0,0,0,0,0,31,False
5011,88.0,20.0,15.0,9.0,0,0,0,0,39,False
5012,74.0,7.0,1.0,6.0,0,0,0,0,13,False
5013,95.0,11.0,1.0,8.0,0,0,0,0,21,False
5014,104.0,11.0,1.0,8.0,0,0,0,0,21,False
5015,104.0,9.0,1.0,7.0,0,0,0,0,17,False
5016,55.0,2.0,1.0,2.0,0,0,0,0,3,False
5017,49.0,4.0,1.0,4.0,0,0,0,0,7,False
5018,133.0,7.0,1.0,7.0,0,0,0,0,13,False
5019,113.0,5.0,1.0,5.0,0,0,0,0,9,False
5020,126.0,16.0,10.0,9.0,0,0,0,0,31,False
5021,333.0,53.0,1.0,53.0,0,0,0,0,54,False
5022,88.0,20.0,15.0,9.0,0,0,0,0,39,False
5023,73.0,11.0,1.0,10.0,0,0,0,0,15,False
5024,90.0,21.0,19.0,10.0,0,0,0,0,35,False
5025,11.0,2.0,1.0,1.0,0,0,0,0,3,False
5026,85.0,17.0,1.0,17.0,0,0,0,0,23,False
5027,96.0,19.0,1.0,19.0,0,0,0,0,21,False
5028,25.0,4.0,4.0,2.0,0,0,0,0,7,False
5029,97.0,17.0,8.0,6.0,0,0,0,0,33,False
5030,36.0,3.0,1.0,2.0,13,25,71,54,5,False
5031,28.0,4.0,1.0,4.0,11,24,40,33,7,False
5032,9.0,1.0,1.0,1.0,6,5,8,6,1,False
5033,36.0,9.0,6.0,1.0,0,0,0,0,17,False
5034,59.0,14.0,11.0,2.0,0,0,0,0,27,False
5035,38.0,10.0,8.0,1.0,0,0,0,0,19,False
5036,45.0,10.0,7.0,1.0,0,0,0,0,19,False
5037,50.0,11.0,9.0,2.0,0,0,0,0,21,False
5038,38.0,9.0,6.0,1.0,0,0,0,0,17,False
5039,57.0,14.0,11.0,2.0,0,0,0,0,27,False
5040,38.0,10.0,8.0,1.0,0,0,0,0,19,False
5041,52.0,11.0,7.0,1.0,0,0,0,0,21,False
5042,53.0,11.0,9.0,2.0,0,0,0,0,21,False
5043,15.0,6.0,3.0,1.0,0,0,0,0,11,False
5044,17.0,5.0,1.0,5.0,0,0,0,0,9,False
5045,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5046,30.0,7.0,4.0,2.0,19,14,59,42,13,False
5047,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5048,4.0,1.0,1.0,1.0,4,1,4,1,1,False
5049,12.0,2.0,1.0,1.0,8,5,19,13,3,False
5050,24.0,5.0,1.0,2.0,16,17,44,27,7,False
5051,43.0,5.0,1.0,4.0,14,30,102,89,9,False
5052,36.0,5.0,1.0,4.0,11,11,73,41,9,False
5053,22.0,3.0,3.0,3.0,13,15,42,25,5,False
5054,61.0,11.0,1.0,4.0,13,16,101,36,21,False
5055,18.0,4.0,4.0,4.0,9,13,31,23,7,False
5056,11.0,2.0,1.0,1.0,6,2,10,4,3,False
5057,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5058,4.0,1.0,1.0,1.0,5,3,6,3,1,False
5059,54.0,20.0,13.0,2.0,9,30,50,53,39,False
5060,15.0,4.0,4.0,3.0,7,7,19,9,7,False
5061,9.0,1.0,1.0,1.0,0,0,0,0,1,False
5062,13.0,3.0,3.0,2.0,14,8,20,12,5,False
5063,78.0,7.0,6.0,7.0,21,36,177,120,13,False
5064,26.0,10.0,5.0,3.0,0,0,0,0,19,False
5065,10.0,2.0,1.0,2.0,0,0,0,0,3,False
5066,36.0,8.0,8.0,7.0,0,0,0,0,15,False
5067,19.0,3.0,3.0,1.0,16,10,30,22,5,False
5068,12.0,1.0,1.0,1.0,0,0,0,0,1,False
5069,13.0,1.0,1.0,1.0,0,0,0,0,1,False
5070,32.0,8.0,1.0,8.0,15,18,51,33,9,False
5071,23.0,2.0,1.0,1.0,12,7,27,15,3,False
5072,19.0,4.0,1.0,4.0,10,10,27,16,5,False
5073,14.0,3.0,3.0,1.0,14,5,19,10,5,False
5074,4.0,1.0,1.0,1.0,0,0,0,0,1,False
5075,18.0,2.0,1.0,1.0,0,0,0,0,3,False
5076,12.0,2.0,1.0,2.0,0,0,0,0,3,False
5077,32.0,3.0,1.0,2.0,0,0,0,0,5,False
5078,11.0,5.0,5.0,2.0,0,0,0,0,9,False
5079,32.0,3.0,1.0,2.0,0,0,0,0,5,False
5080,33.0,4.0,1.0,2.0,0,0,0,0,7,False
5081,33.0,4.0,1.0,2.0,0,0,0,0,7,False
5082,25.0,5.0,1.0,1.0,0,0,0,0,9,False
5083,33.0,3.0,1.0,2.0,0,0,0,0,5,False
5084,58.0,6.0,3.0,5.0,21,26,98,64,11,False
5085,12.0,10.0,10.0,10.0,0,0,0,0,19,False
5086,18.0,4.0,1.0,1.0,10,8,27,8,5,False
5087,14.0,2.0,1.0,2.0,0,0,0,0,3,False
5088,20.0,10.0,10.0,10.0,0,0,0,0,19,False
5089,15.0,7.0,7.0,7.0,0,0,0,0,13,False
5090,17.0,2.0,1.0,1.0,0,0,0,0,3,False
5091,11.0,2.0,1.0,1.0,10,4,14,6,3,False
5092,41.0,10.0,9.0,7.0,18,19,95,73,19,False
5093,18.0,3.0,1.0,1.0,7,4,19,6,5,False
5094,14.0,3.0,3.0,1.0,11,6,15,10,5,False
5095,14.0,3.0,3.0,2.0,13,7,17,11,5,False
5096,18.0,3.0,1.0,1.0,9,5,18,12,5,False
5097,4.0,1.0,1.0,1.0,6,2,6,2,1,False
5098,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5099,10.0,5.0,5.0,5.0,17,12,39,23,9,False
5100,10.0,7.0,7.0,7.0,0,0,0,0,13,False
5101,4.0,1.0,1.0,1.0,5,4,7,4,1,False
5102,4.0,1.0,1.0,1.0,6,2,7,2,1,False
5103,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5104,4.0,2.0,1.0,1.0,8,3,10,4,3,False
5105,28.0,3.0,1.0,3.0,12,13,36,29,5,False
5106,24.0,28.0,28.0,28.0,0,0,0,0,55,False
5107,18.0,3.0,3.0,1.0,14,9,26,16,5,False
5108,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5109,23.0,7.0,4.0,4.0,20,13,42,20,13,False
5110,26.0,4.0,3.0,2.0,13,13,30,20,7,False
5111,15.0,3.0,3.0,1.0,11,6,15,9,5,False
5112,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5113,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5114,24.0,4.0,1.0,2.0,12,14,30,18,5,False
5115,24.0,4.0,1.0,2.0,12,14,30,18,5,False
5116,13.0,1.0,1.0,1.0,9,5,29,17,1,False
5117,53.0,8.0,1.0,4.0,30,34,74,47,9,False
5118,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5119,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5120,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5121,19.0,6.0,3.0,4.0,15,14,44,35,11,False
5122,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5123,40.0,11.0,1.0,2.0,21,22,58,30,13,False
5124,30.0,7.0,1.0,7.0,14,16,47,30,8,False
5125,24.0,19.0,19.0,19.0,11,17,99,61,37,False
5126,4.0,1.0,1.0,1.0,5,1,5,1,1,False
5127,20.0,3.0,3.0,2.0,12,16,33,26,5,False
5128,5.0,1.0,1.0,1.0,6,2,6,2,1,False
5129,11.0,2.0,1.0,1.0,7,4,13,4,3,False
5130,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5131,13.0,1.0,1.0,1.0,9,4,14,7,1,False
5132,66.0,7.0,1.0,7.0,18,46,137,114,13,False
5133,5.0,1.0,1.0,1.0,6,2,6,2,1,False
5134,13.0,3.0,1.0,3.0,0,0,0,0,5,False
5135,15.0,4.0,4.0,1.0,9,4,18,12,7,False
5136,39.0,7.0,7.0,3.0,0,0,0,0,13,False
5137,39.0,12.0,11.0,3.0,0,0,0,0,23,False
5138,20.0,6.0,6.0,1.0,0,0,0,0,11,False
5139,15.0,5.0,5.0,2.0,17,8,30,18,9,False
5140,16.0,4.0,4.0,1.0,0,0,0,0,7,False
5141,23.0,1.0,1.0,1.0,0,0,0,0,1,False
5142,41.0,6.0,4.0,4.0,0,0,0,0,11,False
5143,16.0,5.0,3.0,2.0,17,11,26,17,9,False
5144,28.0,1.0,1.0,1.0,0,0,0,0,1,False
5145,34.0,6.0,4.0,2.0,0,0,0,0,11,False
5146,11.0,4.0,4.0,1.0,0,0,0,0,7,False
5147,32.0,7.0,1.0,2.0,0,0,0,0,8,False
5148,70.0,5.0,3.0,5.0,0,0,0,0,8,False
5149,46.0,8.0,1.0,3.0,14,11,53,40,15,False
5150,20.0,22.0,22.0,22.0,0,0,0,0,43,False
5151,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5152,19.0,6.0,6.0,6.0,17,7,50,31,11,False
5153,13.0,3.0,3.0,1.0,12,5,17,10,5,False
5154,4.0,1.0,1.0,1.0,4,2,4,2,1,False
5155,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5156,31.0,6.0,3.0,2.0,13,12,54,35,11,False
5157,17.0,3.0,1.0,1.0,9,5,18,12,5,False
5158,4.0,1.0,1.0,1.0,5,1,5,1,1,False
5159,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5160,4.0,1.0,1.0,1.0,7,3,7,3,1,False
5161,206.0,14.0,1.0,8.0,19,37,505,269,27,False
5162,20.0,3.0,3.0,2.0,15,13,31,21,5,False
5163,22.0,3.0,3.0,2.0,15,14,33,23,5,False
5164,18.0,3.0,3.0,2.0,13,13,28,20,5,False
5165,19.0,3.0,1.0,3.0,12,15,27,20,5,False
5166,21.0,3.0,3.0,2.0,14,12,30,21,5,False
5167,21.0,3.0,3.0,2.0,15,13,32,21,5,False
5168,23.0,4.0,4.0,3.0,15,13,34,23,7,False
5169,4.0,1.0,1.0,1.0,5,1,5,1,1,False
5170,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5171,4.0,1.0,1.0,1.0,5,1,5,1,1,False
5172,26.0,16.0,12.0,2.0,0,0,0,0,31,False
5173,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5174,4.0,1.0,1.0,1.0,4,1,4,1,1,False
5175,4.0,1.0,1.0,1.0,6,1,6,1,1,False
5176,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5177,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5178,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5179,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5180,27.0,11.0,1.0,11.0,7,24,56,54,21,False
5181,20.0,5.0,5.0,4.0,17,6,40,19,9,False
5182,19.0,5.0,5.0,3.0,13,8,31,18,9,False
5183,11.0,3.0,1.0,2.0,11,8,14,11,5,False
5184,27.0,5.0,1.0,1.0,12,12,31,18,6,False
5185,12.0,2.0,1.0,2.0,7,10,18,16,3,False
5186,39.0,2.0,1.0,2.0,8,34,51,48,3,False
5187,21.0,2.0,1.0,2.0,13,19,51,33,3,False
5188,50.0,11.0,11.0,5.0,20,23,80,59,20,False
5189,69.0,7.0,6.0,6.0,19,27,91,65,13,False
5190,14.0,2.0,1.0,1.0,9,6,12,10,3,False
5191,4.0,1.0,1.0,1.0,6,2,7,2,1,False
5192,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5193,51.0,6.0,1.0,2.0,17,35,52,75,7,False
5194,23.0,3.0,1.0,3.0,11,20,67,58,5,False
5195,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5196,14.0,3.0,3.0,2.0,13,7,19,12,5,False
5197,40.0,11.0,1.0,3.0,16,33,75,59,21,False
5198,14.0,2.0,1.0,2.0,0,0,0,0,3,False
5199,17.0,2.0,1.0,1.0,0,0,0,0,3,False
5200,15.0,4.0,1.0,4.0,0,0,0,0,7,False
5201,61.0,15.0,13.0,5.0,18,22,115,68,28,False
5202,16.0,2.0,1.0,1.0,11,7,14,9,3,False
5203,14.0,2.0,1.0,1.0,0,0,0,0,3,False
5204,4.0,1.0,1.0,1.0,7,2,7,2,1,False
5205,4.0,1.0,1.0,1.0,7,2,7,2,1,False
5206,4.0,1.0,1.0,1.0,4,1,4,1,1,False
5207,11.0,2.0,1.0,1.0,10,6,15,8,3,False
5208,20.0,5.0,3.0,2.0,17,11,26,17,9,False
5209,4.0,1.0,1.0,1.0,4,1,5,1,1,False
5210,4.0,1.0,1.0,1.0,6,1,6,1,1,False
5211,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5212,17.0,2.0,1.0,1.0,0,0,0,0,3,False
5213,4.0,1.0,1.0,1.0,5,1,5,1,1,False
5214,8.0,1.0,1.0,1.0,11,5,15,7,1,False
5215,33.0,4.0,1.0,1.0,0,0,0,0,5,False
5216,21.0,7.0,7.0,1.0,16,7,38,18,13,False
5217,80.0,8.0,1.0,7.0,28,40,149,97,9,False
5218,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5219,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5220,11.0,2.0,1.0,2.0,10,4,16,5,3,False
5221,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5222,25.0,4.0,1.0,1.0,12,7,45,25,7,False
5223,12.0,10.0,10.0,10.0,0,0,0,0,19,False
5224,21.0,4.0,1.0,4.0,10,10,27,16,5,False
5225,16.0,4.0,1.0,4.0,10,10,26,16,5,False
5226,13.0,2.0,1.0,2.0,9,8,18,13,3,False
5227,4.0,1.0,1.0,1.0,5,1,5,1,1,False
5228,10.0,2.0,1.0,1.0,12,6,18,9,3,False
5229,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5230,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5231,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5232,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5233,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5234,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5235,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5236,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5237,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5238,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5239,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5240,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5241,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5242,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5243,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5244,22.0,4.0,1.0,3.0,8,7,27,22,7,False
5245,21.0,5.0,4.0,2.0,18,13,39,25,9,False
5246,19.0,4.0,4.0,1.0,12,7,31,14,7,False
5247,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5248,62.0,11.0,1.0,5.0,25,24,79,40,15,False
5249,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5250,57.0,12.0,1.0,1.0,21,22,76,45,13,False
5251,4.0,1.0,1.0,1.0,6,2,7,2,1,False
5252,4.0,1.0,1.0,1.0,6,2,7,2,1,False
5253,19.0,4.0,4.0,1.0,12,7,31,14,7,False
5254,4.0,1.0,1.0,1.0,6,2,6,2,1,False
5255,4.0,1.0,1.0,1.0,4,1,5,1,1,False
5256,9.0,1.0,1.0,1.0,6,5,28,13,1,False
5257,36.0,7.0,1.0,1.0,6,15,36,27,13,False
5258,20.0,3.0,1.0,3.0,0,0,0,0,5,False
5259,15.0,5.0,5.0,1.0,0,0,0,0,9,False
5260,32.0,7.0,5.0,1.0,13,9,40,28,13,False
5261,18.0,4.0,3.0,2.0,12,6,21,18,7,False
5262,17.0,3.0,3.0,1.0,10,4,17,10,5,False
5263,13.0,2.0,1.0,1.0,12,7,19,10,3,False
5264,23.0,3.0,3.0,1.0,10,5,22,12,5,False
5265,46.0,9.0,8.0,6.0,21,22,104,48,17,False
5266,25.0,9.0,9.0,4.0,13,16,55,39,17,False
5267,16.0,3.0,3.0,1.0,11,10,22,16,5,False
5268,24.0,28.0,28.0,28.0,0,0,0,0,55,False
5269,23.0,13.0,13.0,13.0,10,11,68,33,25,False
5270,14.0,13.0,13.0,13.0,0,0,0,0,25,False
5271,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5272,18.0,2.0,1.0,2.0,15,12,27,15,3,False
5273,16.0,1.0,1.0,1.0,10,13,26,17,1,False
5274,4.0,1.0,1.0,1.0,5,5,7,5,1,False
5275,32.0,9.0,5.0,5.0,17,16,76,53,17,False
5276,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5277,18.0,3.0,1.0,2.0,6,7,16,11,5,False
5278,44.0,4.0,1.0,3.0,19,27,65,47,7,False
5279,12.0,5.0,5.0,2.0,0,0,0,0,9,False
5280,12.0,5.0,5.0,2.0,17,7,30,17,9,False
5281,41.0,19.0,1.0,1.0,0,0,0,0,37,False
5282,7.0,2.0,1.0,1.0,7,4,10,4,3,False
5283,17.0,5.0,3.0,2.0,0,0,0,0,9,False
5284,14.0,2.0,1.0,1.0,13,7,27,17,3,False
5285,9.0,1.0,1.0,1.0,8,6,13,8,1,False
5286,209.0,16.0,1.0,11.0,29,49,340,207,27,False
5287,12.0,1.0,1.0,1.0,0,0,0,0,1,False
5288,13.0,1.0,1.0,1.0,0,0,0,0,1,False
5289,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5290,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5291,19.0,1.0,1.0,1.0,8,11,53,27,1,False
5292,29.0,9.0,9.0,1.0,8,15,39,22,17,False
5293,23.0,4.0,3.0,2.0,15,14,29,21,7,False
5294,21.0,5.0,4.0,2.0,18,13,39,25,9,False
5295,15.0,3.0,1.0,1.0,5,6,14,7,5,False
5296,103.0,13.0,13.0,11.0,23,33,203,118,24,False
5297,11.0,2.0,1.0,1.0,9,3,16,5,3,False
5298,90.0,12.0,8.0,10.0,0,0,0,0,23,False
5299,12.0,1.0,1.0,1.0,0,0,0,0,1,False
5300,13.0,1.0,1.0,1.0,0,0,0,0,1,False
5301,11.0,4.0,1.0,3.0,8,8,18,8,7,False
5302,20.0,3.0,1.0,3.0,0,0,0,0,5,False
5303,4.0,1.0,1.0,1.0,5,2,5,2,1,False
5304,11.0,2.0,1.0,2.0,11,7,16,9,3,False
5305,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5306,4.0,1.0,1.0,1.0,4,2,4,2,1,False
5307,51.0,7.0,1.0,6.0,22,23,67,44,11,False
5308,20.0,10.0,10.0,10.0,11,12,56,28,19,False
5309,25.0,13.0,13.0,13.0,11,14,72,36,25,False
5310,27.0,4.0,3.0,1.0,16,8,37,25,7,False
5311,35.0,7.0,4.0,1.0,20,22,47,39,13,False
5312,119.0,35.0,17.0,12.0,0,0,0,0,69,False
5313,25.0,10.0,6.0,3.0,17,14,61,41,19,False
5314,16.0,5.0,1.0,2.0,11,7,33,22,9,False
5315,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5316,4.0,1.0,1.0,1.0,5,4,7,4,1,False
5317,32.0,7.0,5.0,1.0,13,9,40,28,13,False
5318,13.0,2.0,1.0,1.0,7,3,13,8,3,False
5319,17.0,3.0,3.0,1.0,10,4,17,10,5,False
5320,35.0,6.0,1.0,3.0,18,12,74,40,11,False
5321,23.0,3.0,3.0,1.0,10,5,22,12,5,False
5322,14.0,3.0,3.0,1.0,0,0,0,0,5,False
5323,7.0,1.0,1.0,1.0,7,5,9,6,1,False
5324,4.0,1.0,1.0,1.0,6,2,7,2,1,False
5325,18.0,3.0,1.0,2.0,6,7,16,11,5,False
5326,13.0,3.0,3.0,1.0,11,5,16,10,5,False
5327,25.0,5.0,1.0,5.0,0,0,0,0,9,False
5328,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5329,21.0,5.0,1.0,1.0,11,8,33,10,6,False
5330,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5331,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5332,11.0,2.0,1.0,1.0,5,4,9,4,3,False
5333,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5334,24.0,3.0,3.0,2.0,13,16,35,25,5,False
5335,18.0,8.0,8.0,1.0,12,6,36,16,15,False
5336,21.0,4.0,1.0,4.0,13,14,43,29,7,False
5337,11.0,3.0,3.0,2.0,14,8,19,12,5,False
5338,33.0,5.0,4.0,1.0,17,15,82,39,9,False
5339,4.0,1.0,1.0,1.0,5,1,5,1,1,False
5340,15.0,2.0,1.0,1.0,0,0,0,0,3,False
5341,4.0,1.0,1.0,1.0,4,2,4,2,1,False
5342,5.0,1.0,1.0,1.0,6,1,6,1,1,False
5343,25.0,8.0,3.0,2.0,19,10,55,32,15,False
5344,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5345,29.0,8.0,1.0,1.0,13,5,44,30,15,False
5346,30.0,5.0,1.0,5.0,8,13,37,24,9,False
5347,18.0,3.0,3.0,1.0,12,6,16,10,5,False
5348,32.0,6.0,4.0,1.0,20,14,55,33,9,False
5349,16.0,2.0,1.0,1.0,11,7,18,11,3,False
5350,16.0,2.0,1.0,1.0,11,7,18,11,3,False
5351,5.0,3.0,3.0,1.0,10,6,15,9,5,False
5352,14.0,2.0,1.0,1.0,10,5,19,11,3,False
5353,17.0,2.0,1.0,1.0,9,4,17,10,3,False
5354,14.0,2.0,1.0,1.0,9,6,19,12,3,False
5355,44.0,8.0,5.0,4.0,17,11,61,40,15,False
5356,14.0,7.0,7.0,4.0,16,12,35,24,13,False
5357,13.0,6.0,6.0,4.0,14,11,27,20,11,False
5358,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5359,29.0,6.0,1.0,1.0,14,7,45,29,11,False
5360,14.0,3.0,3.0,2.0,12,8,26,16,5,False
5361,21.0,10.0,7.0,4.0,0,0,0,0,19,False
5362,42.0,8.0,1.0,5.0,15,15,72,40,15,False
5363,23.0,4.0,1.0,4.0,16,20,51,31,5,False
5364,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5365,4.0,1.0,1.0,1.0,4,1,4,1,1,False
5366,5.0,1.0,1.0,1.0,3,1,3,1,1,False
5367,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5368,4.0,1.0,1.0,1.0,5,2,5,2,1,False
5369,4.0,1.0,1.0,1.0,5,2,5,2,1,False
5370,4.0,1.0,1.0,1.0,3,1,3,1,1,False
5371,4.0,1.0,1.0,1.0,5,1,5,1,1,False
5372,16.0,8.0,8.0,1.0,14,8,43,26,15,False
5373,42.0,4.0,1.0,1.0,14,13,46,31,7,False
5374,4.0,1.0,1.0,1.0,6,2,7,2,1,False
